"Date","Price","Open","High","Low","Vol.","Change %"
"Sep 02, 2018","0.009065","0.009224","0.009283","0.008880","9.97K","-1.73%"
"Sep 01, 2018","0.009225","0.008835","0.009375","0.008835","12.35K","4.41%"
"Aug 31, 2018","0.008835","0.008655","0.008900","0.008574","9.13K","2.48%"
"Aug 30, 2018","0.008621","0.008738","0.008738","0.008555","6.44K","-1.34%"
"Aug 29, 2018","0.008738","0.008923","0.008970","0.008666","7.96K","-2.07%"
"Aug 28, 2018","0.008923","0.008801","0.008950","0.008643","12.44K","1.44%"
"Aug 27, 2018","0.008797","0.008499","0.008891","0.008467","6.52K","3.50%"
"Aug 26, 2018","0.008499","0.008570","0.008606","0.008464","3.43K","-0.82%"
"Aug 25, 2018","0.008570","0.008634","0.008664","0.008550","5.19K","-1.04%"
"Aug 24, 2018","0.008660","0.008732","0.008817","0.008563","7.02K","-0.82%"
"Aug 23, 2018","0.008732","0.008660","0.008860","0.008562","7.88K","0.83%"
"Aug 22, 2018","0.008660","0.008672","0.008714","0.008523","7.51K","-0.14%"
"Aug 21, 2018","0.008672","0.008520","0.008750","0.008513","9.44K","1.43%"
"Aug 20, 2018","0.008550","0.008944","0.008990","0.008515","10.17K","-4.41%"
"Aug 19, 2018","0.008944","0.008950","0.009141","0.008835","4.90K","-0.06%"
"Aug 18, 2018","0.008950","0.009385","0.009440","0.008716","7.72K","-4.56%"
"Aug 17, 2018","0.009377","0.008748","0.009406","0.008720","10.52K","7.19%"
"Aug 16, 2018","0.008748","0.008659","0.008903","0.008659","7.60K","0.78%"
"Aug 15, 2018","0.008681","0.008755","0.009000","0.008631","15.23K","-1.15%"
"Aug 14, 2018","0.008782","0.009001","0.009055","0.008346","18.71K","-3.07%"
"Aug 13, 2018","0.009060","0.009405","0.009405","0.008940","8.45K","-3.67%"
"Aug 12, 2018","0.009405","0.009263","0.009682","0.009242","8.66K","1.29%"
"Aug 11, 2018","0.009285","0.009603","0.009603","0.009087","8.81K","-3.32%"
"Aug 10, 2018","0.009603","0.009655","0.009760","0.009527","8.08K","-0.32%"
"Aug 09, 2018","0.009634","0.009900","0.010100","0.009630","9.25K","-2.69%"
"Aug 08, 2018","0.009900","0.010020","0.010215","0.009740","13.31K","-1.51%"
"Aug 07, 2018","0.010052","0.010644","0.010650","0.009955","8.91K","-5.56%"
"Aug 06, 2018","0.010644","0.010650","0.010762","0.010510","8.11K","-0.01%"
"Aug 05, 2018","0.010645","0.010443","0.010660","0.010395","5.42K","2.11%"
"Aug 04, 2018","0.010425","0.010500","0.010684","0.010305","7.70K","-0.24%"
"Aug 03, 2018","0.010450","0.010075","0.010500","0.010075","7.14K","3.26%"
"Aug 02, 2018","0.010120","0.010164","0.010225","0.010055","8.08K","-0.43%"
"Aug 01, 2018","0.010164","0.010189","0.010322","0.010120","9.17K","-0.25%"
"Jul 31, 2018","0.010190","0.010045","0.010211","0.009815","11.10K","1.50%"
"Jul 30, 2018","0.010040","0.010190","0.010310","0.010020","10.20K","-1.88%"
"Jul 29, 2018","0.010232","0.010239","0.010324","0.010160","6.87K","-0.07%"
"Jul 28, 2018","0.010239","0.010340","0.010340","0.010134","5.34K","-0.69%"
"Jul 27, 2018","0.010310","0.010520","0.010568","0.010210","9.74K","-2.43%"
"Jul 26, 2018","0.010567","0.010524","0.010625","0.010405","12.42K","-0.19%"
